Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of a healthy diet [CoHD]
Food Prices for Nutrition 3.0,FPN 3.0,Mexico,MEX,2022,YR2022,3.89
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2017,YR2017,2.83
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2018,YR2018,2.91
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2019,YR2019,3
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2020,YR2020,3.12
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2021,YR2021,3.49
Food Prices for Nutrition 3.0,FPN 3.0,Middle East & North Africa,MEA,2022,YR2022,3.89
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2017,YR2017,2.35
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2018,YR2018,2.46
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2019,YR2019,2.57
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2020,YR2020,2.69
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2021,YR2021,2.87
Food Prices for Nutrition 3.0,FPN 3.0,Moldova,MDA,2022,YR2022,3.17
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2017,YR2017,4.22
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2018,YR2018,4.33
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2019,YR2019,4.55
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2020,YR2020,4.74
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2021,YR2021,5.26
Food Prices for Nutrition 3.0,FPN 3.0,Mongolia,MNG,2022,YR2022,5.86
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2017,YR2017,3.21
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2018,YR2018,3.24
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2019,YR2019,3.49
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2020,YR2020,3.43
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2021,YR2021,3.67
Food Prices for Nutrition 3.0,FPN 3.0,Montenegro,MNE,2022,YR2022,4.49
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2017,YR2017,..
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2018,YR2018,..
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2019,YR2019,..
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2020,YR2020,..
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2021,YR2021,..
Food Prices for Nutrition 3.0,FPN 3.0,Montserrat,MSR,2022,YR2022,..
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2017,YR2017,2.6
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2018,YR2018,2.64
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2019,YR2019,2.65
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2020,YR2020,2.69
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2021,YR2021,2.79
Food Prices for Nutrition 3.0,FPN 3.0,Morocco,MAR,2022,YR2022,3.14
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2017,YR2017,2.81
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2018,YR2018,2.77
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2019,YR2019,2.84
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2020,YR2020,2.97
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2021,YR2021,3.26
Food Prices for Nutrition 3.0,FPN 3.0,Mozambique,MOZ,2022,YR2022,3.6
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2017,YR2017,3.71
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2018,YR2018,3.79
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2019,YR2019,3.86
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2020,YR2020,3.94
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2021,YR2021,4.25
Food Prices for Nutrition 3.0,FPN 3.0,Myanmar,MMR,2022,YR2022,4.56
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2017,YR2017,3.28
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2018,YR2018,3.33
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2019,YR2019,3.41
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2020,YR2020,3.55
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2021,YR2021,3.79
Food Prices for Nutrition 3.0,FPN 3.0,Namibia,NAM,2022,YR2022,4.16
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2017,YR2017,3.3
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2018,YR2018,3.34
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2019,YR2019,3.41
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2020,YR2020,3.52
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2021,YR2021,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Nepal,NPL,2022,YR2022,3.97
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2017,YR2017,2.21
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2018,YR2018,2.27
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2019,YR2019,2.4
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2020,YR2020,2.5
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2021,YR2021,2.54
Food Prices for Nutrition 3.0,FPN 3.0,Netherlands,NLD,2022,YR2022,2.9
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2017,YR2017,2.65
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2018,YR2018,2.57
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2019,YR2019,2.7
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2020,YR2020,2.83
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2021,YR2021,2.86
Food Prices for Nutrition 3.0,FPN 3.0,New Zealand,NZL,2022,YR2022,3.21
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2017,YR2017,3.67
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2018,YR2018,3.73
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2019,YR2019,3.77
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2020,YR2020,3.84
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2021,YR2021,4.07
Food Prices for Nutrition 3.0,FPN 3.0,Nicaragua,NIC,2022,YR2022,4.61
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2017,YR2017,3.22
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2018,YR2018,3.17
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2019,YR2019,3.15
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2020,YR2020,3.28
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2021,YR2021,3.56
Food Prices for Nutrition 3.0,FPN 3.0,Niger,NER,2022,YR2022,3.96
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2017,YR2017,2.88
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2018,YR2018,3.01
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2019,YR2019,3.12
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2020,YR2020,3.24
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2021,YR2021,3.49
Food Prices for Nutrition 3.0,FPN 3.0,Nigeria,NGA,2022,YR2022,3.83
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2017,YR2017,2.73
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2018,YR2018,2.69
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2019,YR2019,2.72
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2020,YR2020,2.77
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2021,YR2021,2.77
Food Prices for Nutrition 3.0,FPN 3.0,North America,NAC,2022,YR2022,2.96
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2017,YR2017,3.29
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2018,YR2018,3.3
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2019,YR2019,3.48
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2020,YR2020,3.51
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2021,YR2021,3.86
Food Prices for Nutrition 3.0,FPN 3.0,North Macedonia,MKD,2022,YR2022,4.6
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2017,YR2017,3.32
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2018,YR2018,3.43
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2019,YR2019,3.53
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2020,YR2020,3.62
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2021,YR2021,3.63
Food Prices for Nutrition 3.0,FPN 3.0,Norway,NOR,2022,YR2022,4.01
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2017,YR2017,2.32
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2018,YR2018,2.34
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2019,YR2019,2.41
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2020,YR2020,2.49
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2021,YR2021,2.59
Food Prices for Nutrition 3.0,FPN 3.0,Oman,OMN,2022,YR2022,2.87
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2017,YR2017,2.93
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2018,YR2018,2.91
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2019,YR2019,2.97
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2020,YR2020,3.16
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2021,YR2021,3.34
Food Prices for Nutrition 3.0,FPN 3.0,Pakistan,PAK,2022,YR2022,3.76
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2017,YR2017,3.99
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2018,YR2018,4.03
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2019,YR2019,4.13
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2020,YR2020,4.22
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2021,YR2021,4.42
Food Prices for Nutrition 3.0,FPN 3.0,Panama,PAN,2022,YR2022,4.83
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2017,YR2017,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2018,YR2018,3.77
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2019,YR2019,3.78
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2020,YR2020,3.81
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2021,YR2021,4.15
Food Prices for Nutrition 3.0,FPN 3.0,Paraguay,PRY,2022,YR2022,4.7
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2017,YR2017,3.28
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2018,YR2018,3.26
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2019,YR2019,3.3
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2020,YR2020,3.33
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2021,YR2021,3.55
Food Prices for Nutrition 3.0,FPN 3.0,Peru,PER,2022,YR2022,4
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2017,YR2017,3.38
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2018,YR2018,3.52
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2019,YR2019,3.57
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2020,YR2020,3.62
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2021,YR2021,3.84
Food Prices for Nutrition 3.0,FPN 3.0,Philippines,PHL,2022,YR2022,4.09
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2017,YR2017,2.95
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2018,YR2018,3.03
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2019,YR2019,3.25
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2020,YR2020,3.38
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2021,YR2021,3.43
Food Prices for Nutrition 3.0,FPN 3.0,Poland,POL,2022,YR2022,3.91
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2017,YR2017,2.64
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2018,YR2018,2.73
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2019,YR2019,2.85
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2020,YR2020,2.87
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2021,YR2021,2.99
Food Prices for Nutrition 3.0,FPN 3.0,Portugal,PRT,2022,YR2022,3.52
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2017,YR2017,2.31
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2018,YR2018,2.36
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2019,YR2019,2.42
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2020,YR2020,2.51
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2021,YR2021,2.64
Food Prices for Nutrition 3.0,FPN 3.0,Qatar,QAT,2022,YR2022,2.82
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2017,YR2017,2.79
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2018,YR2018,2.84
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2019,YR2019,3.03
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2020,YR2020,3.17
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2021,YR2021,3.24
Food Prices for Nutrition 3.0,FPN 3.0,Romania,ROU,2022,YR2022,3.66
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2017,YR2017,2.25
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2018,YR2018,2.28
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2019,YR2019,2.33
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2020,YR2020,2.44
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2021,YR2021,2.63
Food Prices for Nutrition 3.0,FPN 3.0,Russian Federation,RUS,2022,YR2022,2.9
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2017,YR2017,3.09
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2018,YR2018,2.94
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2019,YR2019,3.01
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2020,YR2020,3.2
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2021,YR2021,3.22
Food Prices for Nutrition 3.0,FPN 3.0,Rwanda,RWA,2022,YR2022,3.81
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2017,YR2017,2.33
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2018,YR2018,2.4
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2019,YR2019,2.48
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2020,YR2020,2.57
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2021,YR2021,2.72
Food Prices for Nutrition 3.0,FPN 3.0,Sao Tome and Principe,STP,2022,YR2022,3
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2017,YR2017,2.49
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2018,YR2018,2.65
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2019,YR2019,2.82
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2020,YR2020,3
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2021,YR2021,3.22
Food Prices for Nutrition 3.0,FPN 3.0,Saudi Arabia,SAU,2022,YR2022,3.52
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2017,YR2017,2.66
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2018,YR2018,2.73
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2019,YR2019,2.77
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2020,YR2020,2.83
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2021,YR2021,2.98
Food Prices for Nutrition 3.0,FPN 3.0,Senegal,SEN,2022,YR2022,3.38
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2017,YR2017,3.56
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2018,YR2018,3.64
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2019,YR2019,3.84
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2020,YR2020,3.85
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2021,YR2021,3.99
Food Prices for Nutrition 3.0,FPN 3.0,Serbia,SRB,2022,YR2022,4.62
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2017,YR2017,3.51
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2018,YR2018,3.47
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2019,YR2019,3.46
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2020,YR2020,3.32
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2021,YR2021,3.62
Food Prices for Nutrition 3.0,FPN 3.0,Seychelles,SYC,2022,YR2022,3.88
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2017,YR2017,2.69
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2018,YR2018,2.8
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2019,YR2019,2.7
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2020,YR2020,2.74
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2021,YR2021,3
Food Prices for Nutrition 3.0,FPN 3.0,Sierra Leone,SLE,2022,YR2022,3.32
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2017,YR2017,2.83
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2018,YR2018,2.92
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2019,YR2019,2.99
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2020,YR2020,3.12
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2021,YR2021,3.24
Food Prices for Nutrition 3.0,FPN 3.0,Singapore,SGP,2022,YR2022,3.48
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2017,YR2017,4.46
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2018,YR2018,4.79
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2019,YR2019,4.81
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2020,YR2020,4.9
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2021,YR2021,5.24
Food Prices for Nutrition 3.0,FPN 3.0,Sint Maarten,SXM,2022,YR2022,5.5
Food Prices for Nutrition 3.0,FPN 3.0,Slovak Republic,SVK,2017,YR2017,2.46
Food Prices for Nutrition 3.0,FPN 3.0,Slovak Republic,SVK,2018,YR2018,2.53
Food Prices for Nutrition 3.0,FPN 3.0,Slovak Republic,SVK,2019,YR2019,2.69
